Dataset,SF,ARI,K
Dataset A,0.6099999999999998,0.7564018594546239,4
Dataset A,0.6099999999999998,0.7674026768054063,5
Dataset A,0.6099999999999998,0.7877446834219429,6
Dataset A,0.6099999999999998,0.798860163550052,7
Dataset A,0.6099999999999998,0.798860163550052,8
Dataset A,0.6099999999999998,0.798860163550052,9
Dataset A,0.6099999999999998,0.798860163550052,10
Dataset A,0.6099999999999998,0.798860163550052,11
Dataset A,0.6099999999999998,0.798860163550052,12
Dataset A,0.6099999999999998,0.798860163550052,13
Dataset A,0.6099999999999998,0.8100976347986323,14
Dataset A,0.6099999999999998,0.8100976347986323,15
Dataset A,0.6099999999999998,0.8100976347986323,16
Dataset A,0.6099999999999998,0.8196426497420469,17
Dataset A,0.6099999999999998,0.8309366761685681,18
Dataset A,0.6099999999999998,0.8309366761685681,19
Dataset A,0.6099999999999998,0.8309366761685681,20
Dataset A,0.6099999999999998,0.8309366761685681,21
Dataset A,0.6099999999999998,0.8309366761685681,22
Dataset A,0.6099999999999998,0.8309366761685681,23
Dataset A,0.6099999999999998,0.8309366761685681,24
Dataset A,0.6099999999999998,0.6958931617152341,25
Dataset A,0.6099999999999998,0.5206961346126765,26
Dataset A,0.6099999999999998,0.4897654920260463,27
Dataset A,0.6099999999999998,0.4353552770478061,28
Dataset A,0.6099999999999998,0.413556153277471,29
Dataset A,0.6099999999999998,0.3964987382664058,30
Dataset A,0.6099999999999998,0.265650806459474,31
Dataset A,0.6099999999999998,0.2516100458226942,32
Dataset A,0.6099999999999998,0.1317249889650667,33
Dataset A,0.6099999999999998,0.1317249889650667,34
Dataset A,0.6099999999999998,0.1317249889650667,35
Dataset A,0.6149999999999998,0.5738108152427565,2
Dataset A,0.6149999999999998,0.7255084598562997,3
Dataset A,0.6149999999999998,0.7564018594546239,4
Dataset A,0.6149999999999998,0.7674026768054063,5
Dataset A,0.6149999999999998,0.7767553551069003,6
Dataset A,0.6149999999999998,0.7877446834219429,7
Dataset A,0.6149999999999998,0.7877446834219429,8
Dataset A,0.6149999999999998,0.798860163550052,9
Dataset A,0.6149999999999998,0.798860163550052,10
Dataset A,0.6149999999999998,0.798860163550052,11
Dataset A,0.6149999999999998,0.798860163550052,12
Dataset A,0.6149999999999998,0.798860163550052,13
Dataset A,0.6149999999999998,0.8100976347986323,14
Dataset A,0.6149999999999998,0.8100976347986323,15
Dataset A,0.6149999999999998,0.8100976347986323,16
Dataset A,0.6149999999999998,0.8196426497420469,17
Dataset A,0.6149999999999998,0.8309366761685681,18
Dataset A,0.6149999999999998,0.8309366761685681,19
Dataset A,0.6149999999999998,0.8309366761685681,20
Dataset A,0.6149999999999998,0.8309366761685681,21
Dataset A,0.6149999999999998,0.8309366761685681,22
Dataset A,0.6149999999999998,0.8309366761685681,23
Dataset A,0.6149999999999998,0.8309366761685681,24
Dataset A,0.6149999999999998,0.6958931617152341,25
Dataset A,0.6149999999999998,0.5206961346126765,26
Dataset A,0.6149999999999998,0.4897654920260463,27
Dataset A,0.6149999999999998,0.4408791422743182,28
Dataset A,0.6149999999999998,0.4300293484599815,29
Dataset A,0.6149999999999998,0.4018645557222457,30
Dataset A,0.6149999999999998,0.2757407724342518,31
Dataset A,0.6149999999999998,0.2516100458226942,32
Dataset A,0.6149999999999998,0.1317249889650667,33
Dataset A,0.6149999999999998,0.1317249889650667,34
Dataset A,0.6149999999999998,0.1317249889650667,35
Dataset A,0.6199999999999998,0.5738108152427565,2
Dataset A,0.6199999999999998,0.7255084598562997,3
Dataset A,0.6199999999999998,0.7564018594546239,4
Dataset A,0.6199999999999998,0.7674026768054063,5
Dataset A,0.6199999999999998,0.7767553551069003,6
Dataset A,0.6199999999999998,0.7767553551069003,7
Dataset A,0.6199999999999998,0.7877446834219429,8
Dataset A,0.6199999999999998,0.798860163550052,9
Dataset A,0.6199999999999998,0.798860163550052,10
Dataset A,0.6199999999999998,0.798860163550052,11
Dataset A,0.6199999999999998,0.798860163550052,12
Dataset A,0.6199999999999998,0.798860163550052,13
Dataset A,0.6199999999999998,0.8100976347986323,14
Dataset A,0.6199999999999998,0.8100976347986323,15
Dataset A,0.6199999999999998,0.8100976347986323,16
Dataset A,0.6199999999999998,0.8100976347986323,17
Dataset A,0.6199999999999998,0.8309366761685681,18
Dataset A,0.6199999999999998,0.8309366761685681,19
Dataset A,0.6199999999999998,0.8309366761685681,20
Dataset A,0.6199999999999998,0.8309366761685681,21
Dataset A,0.6199999999999998,0.8309366761685681,22
Dataset A,0.6199999999999998,0.8309366761685681,23
Dataset A,0.6199999999999998,0.8309366761685681,24
Dataset A,0.6199999999999998,0.6958931617152341,25
Dataset A,0.6199999999999998,0.5272607985634054,26
Dataset A,0.6199999999999998,0.4897654920260463,27
Dataset A,0.6199999999999998,0.4585966890273351,28
Dataset A,0.6199999999999998,0.4413025182195909,29
Dataset A,0.6199999999999998,0.4242401398660216,30
Dataset A,0.6199999999999998,0.3953443023544395,31
Dataset A,0.6199999999999998,0.2557917867225472,32
Dataset A,0.6199999999999998,0.1317249889650667,33
Dataset A,0.6199999999999998,0.1317249889650667,34
Dataset A,0.6199999999999998,0.1317249889650667,35
Dataset A,0.6249999999999998,0.5738108152427565,2
Dataset A,0.6249999999999998,0.7255084598562997,3
Dataset A,0.6249999999999998,0.7564018594546239,4
Dataset A,0.6249999999999998,0.7674026768054063,5
Dataset A,0.6249999999999998,0.7674026768054063,6
Dataset A,0.6249999999999998,0.7767553551069003,7
Dataset A,0.6249999999999998,0.7767553551069003,8
Dataset A,0.6249999999999998,0.7767553551069003,9
Dataset A,0.6249999999999998,0.798860163550052,10
Dataset A,0.6249999999999998,0.798860163550052,11
Dataset A,0.6249999999999998,0.798860163550052,12
Dataset A,0.6249999999999998,0.798860163550052,13
Dataset A,0.6249999999999998,0.8100976347986323,14
Dataset A,0.6249999999999998,0.8100976347986323,15
Dataset A,0.6249999999999998,0.8100976347986323,16
Dataset A,0.6249999999999998,0.8100976347986323,17
Dataset A,0.6249999999999998,0.8213691519804261,18
Dataset A,0.6249999999999998,0.8309366761685681,19
Dataset A,0.6249999999999998,0.8309366761685681,20
Dataset A,0.6249999999999998,0.8309366761685681,21
Dataset A,0.6249999999999998,0.8309366761685681,22
Dataset A,0.6249999999999998,0.8309366761685681,23
Dataset A,0.6249999999999998,0.8309366761685681,24
Dataset A,0.6249999999999998,0.8309366761685681,25
Dataset A,0.6249999999999998,0.5272607985634054,26
Dataset A,0.6249999999999998,0.4961662659044721,27
Dataset A,0.6249999999999998,0.4770939999330723,28
Dataset A,0.6249999999999998,0.4472407521326663,29
Dataset A,0.6249999999999998,0.4242401398660216,30
Dataset A,0.6249999999999998,0.4132489315335962,31
Dataset A,0.6249999999999998,0.2655053383458222,32
Dataset A,0.6249999999999998,0.1317249889650667,33
Dataset A,0.6249999999999998,0.1317249889650667,34
Dataset A,0.6249999999999998,0.1317249889650667,35
Dataset A,0.6299999999999998,0.5738108152427565,2
Dataset A,0.6299999999999998,0.7255084598562997,3
Dataset A,0.6299999999999998,0.7564018594546239,4
Dataset A,0.6299999999999998,0.7674026768054063,5
Dataset A,0.6299999999999998,0.7674026768054063,6
Dataset A,0.6299999999999998,0.7767553551069003,7
Dataset A,0.6299999999999998,0.7767553551069003,8
Dataset A,0.6299999999999998,0.7767553551069003,9
Dataset A,0.6299999999999998,0.7877446834219429,10
Dataset A,0.6299999999999998,0.7877446834219429,11
Dataset A,0.6299999999999998,0.798860163550052,12
Dataset A,0.6299999999999998,0.798860163550052,13
Dataset A,0.6299999999999998,0.798860163550052,14
Dataset A,0.6299999999999998,0.8100976347986323,15
Dataset A,0.6299999999999998,0.8100976347986323,16
Dataset A,0.6299999999999998,0.8100976347986323,17
Dataset A,0.6299999999999998,0.8213691519804261,18
Dataset A,0.6299999999999998,0.8309366761685681,19
Dataset A,0.6299999999999998,0.8309366761685681,20
Dataset A,0.6299999999999998,0.8309366761685681,21
Dataset A,0.6299999999999998,0.8309366761685681,22
Dataset A,0.6299999999999998,0.8309366761685681,23
Dataset A,0.6299999999999998,0.8309366761685681,24
Dataset A,0.6299999999999998,0.8309366761685681,25
Dataset A,0.6299999999999998,0.5400974836103116,26
Dataset A,0.6299999999999998,0.5139284565107249,27
Dataset A,0.6299999999999998,0.4770939999330723,28
Dataset A,0.6299999999999998,0.4472407521326663,29
Dataset A,0.6299999999999998,0.4472407521326663,30
Dataset A,0.6299999999999998,0.4241425111855095,31
Dataset A,0.6299999999999998,0.2765936448171601,32
Dataset A,0.6299999999999998,0.1408045977011494,33
Dataset A,0.6299999999999998,0.1362580504029506,34
Dataset A,0.6299999999999998,0.1317249889650667,35
Dataset A,0.6349999999999998,0.5738108152427565,2
Dataset A,0.6349999999999998,0.7255084598562997,3
Dataset A,0.6349999999999998,0.7564018594546239,4
Dataset A,0.6349999999999998,0.7564018594546239,5
Dataset A,0.6349999999999998,0.7674026768054063,6
Dataset A,0.6349999999999998,0.7674026768054063,7
Dataset A,0.6349999999999998,0.7767553551069003,8
Dataset A,0.6349999999999998,0.7767553551069003,9
Dataset A,0.6349999999999998,0.7877446834219429,10
Dataset A,0.6349999999999998,0.7877446834219429,11
Dataset A,0.6349999999999998,0.798860163550052,12
Dataset A,0.6349999999999998,0.798860163550052,13
Dataset A,0.6349999999999998,0.798860163550052,14
Dataset A,0.6349999999999998,0.8100976347986323,15
Dataset A,0.6349999999999998,0.8100976347986323,16
Dataset A,0.6349999999999998,0.8100976347986323,17
Dataset A,0.6349999999999998,0.8213691519804261,18
Dataset A,0.6349999999999998,0.8309366761685681,19
Dataset A,0.6349999999999998,0.8309366761685681,20
Dataset A,0.6349999999999998,0.8309366761685681,21
Dataset A,0.6349999999999998,0.8309366761685681,22
Dataset A,0.6349999999999998,0.8309366761685681,23
Dataset A,0.6349999999999998,0.8309366761685681,24
Dataset A,0.6349999999999998,0.8309366761685681,25
Dataset A,0.6349999999999998,0.5400974836103116,26
Dataset A,0.6349999999999998,0.5139284565107249,27
Dataset A,0.6349999999999998,0.4828332645454417,28
Dataset A,0.6349999999999998,0.4525274379288391,29
Dataset A,0.6349999999999998,0.4472407521326663,30
Dataset A,0.6349999999999998,0.4357330155072412,31
Dataset A,0.6349999999999998,0.2765936448171601,32
Dataset A,0.6349999999999998,0.2522373990866055,33
Dataset A,0.6349999999999998,0.1408045977011494,34
Dataset A,0.6349999999999998,0.1317249889650667,35
Dataset A,0.6399999999999998,0.5738108152427565,2
Dataset A,0.6399999999999998,0.7255084598562997,3
Dataset A,0.6399999999999998,0.7564018594546239,4
Dataset A,0.6399999999999998,0.7564018594546239,5
Dataset A,0.6399999999999998,0.7674026768054063,6
Dataset A,0.6399999999999998,0.7674026768054063,7
Dataset A,0.6399999999999998,0.7767553551069003,8
Dataset A,0.6399999999999998,0.7767553551069003,9
Dataset A,0.6399999999999998,0.7767553551069003,10
Dataset A,0.6399999999999998,0.7877446834219429,11
Dataset A,0.6399999999999998,0.798860163550052,12
Dataset A,0.6399999999999998,0.798860163550052,13
Dataset A,0.6399999999999998,0.798860163550052,14
Dataset A,0.6399999999999998,0.798860163550052,15
Dataset A,0.6399999999999998,0.8100976347986323,16
Dataset A,0.6399999999999998,0.8100976347986323,17
Dataset A,0.6399999999999998,0.8100976347986323,18
Dataset A,0.6399999999999998,0.8309366761685681,19
Dataset A,0.6399999999999998,0.8309366761685681,20
Dataset A,0.6399999999999998,0.8309366761685681,21
Dataset A,0.6399999999999998,0.8309366761685681,22
Dataset A,0.6399999999999998,0.8309366761685681,23
Dataset A,0.6399999999999998,0.8309366761685681,24
Dataset A,0.6399999999999998,0.8309366761685681,25
Dataset A,0.6399999999999998,0.5468201728670335,26
Dataset A,0.6399999999999998,0.5139284565107249,27
Dataset A,0.6399999999999998,0.4949144618211777,28
Dataset A,0.6399999999999998,0.4592406418206419,29
Dataset A,0.6399999999999998,0.4472407521326663,30
Dataset A,0.6399999999999998,0.4472407521326663,31
Dataset A,0.6399999999999998,0.4132489315335962,32
Dataset A,0.6399999999999998,0.2564610257769842,33
Dataset A,0.6399999999999998,0.251571796771467,34
Dataset A,0.6399999999999998,0.1317249889650667,35
Dataset A,0.6449999999999998,0.5738108152427565,2
Dataset A,0.6449999999999998,0.7255084598562997,3
Dataset A,0.6449999999999998,0.7564018594546239,4
Dataset A,0.6449999999999998,0.7564018594546239,5
Dataset A,0.6449999999999998,0.7674026768054063,6
Dataset A,0.6449999999999998,0.7674026768054063,7
Dataset A,0.6449999999999998,0.7767553551069003,8
Dataset A,0.6449999999999998,0.7767553551069003,9
Dataset A,0.6449999999999998,0.7767553551069003,10
Dataset A,0.6449999999999998,0.7877446834219429,11
Dataset A,0.6449999999999998,0.7877446834219429,12
Dataset A,0.6449999999999998,0.7877446834219429,13
Dataset A,0.6449999999999998,0.798860163550052,14
Dataset A,0.6449999999999998,0.798860163550052,15
Dataset A,0.6449999999999998,0.798860163550052,16
Dataset A,0.6449999999999998,0.8100976347986323,17
Dataset A,0.6449999999999998,0.8100976347986323,18
Dataset A,0.6449999999999998,0.8213691519804261,19
Dataset A,0.6449999999999998,0.8213691519804261,20
Dataset A,0.6449999999999998,0.8309366761685681,21
Dataset A,0.6449999999999998,0.8309366761685681,22
Dataset A,0.6449999999999998,0.8309366761685681,23
Dataset A,0.6449999999999998,0.8309366761685681,24
Dataset A,0.6449999999999998,0.8309366761685681,25
Dataset A,0.6449999999999998,0.5537470632740015,26
Dataset A,0.6449999999999998,0.5204755653908039,27
Dataset A,0.6449999999999998,0.5010377039854944,28
Dataset A,0.6449999999999998,0.464745538512359,29
Dataset A,0.6449999999999998,0.4472407521326663,30
Dataset A,0.6449999999999998,0.4472407521326663,31
Dataset A,0.6449999999999998,0.4298372233474873,32
Dataset A,0.6449999999999998,0.2608531659789831,33
Dataset A,0.6449999999999998,0.2608531659789831,34
Dataset A,0.6449999999999998,0.2510289629531581,35
Dataset A,0.6499999999999997,0.5998263508094387,2
Dataset A,0.6499999999999997,0.718073084810145,3
Dataset A,0.6499999999999997,0.7564018594546239,4
Dataset A,0.6499999999999997,0.7564018594546239,5
Dataset A,0.6499999999999997,0.7674026768054063,6
Dataset A,0.6499999999999997,0.7674026768054063,7
Dataset A,0.6499999999999997,0.7767553551069003,8
Dataset A,0.6499999999999997,0.7767553551069003,9
Dataset A,0.6499999999999997,0.7767553551069003,10
Dataset A,0.6499999999999997,0.7767553551069003,11
Dataset A,0.6499999999999997,0.7877446834219429,12
Dataset A,0.6499999999999997,0.7877446834219429,13
Dataset A,0.6499999999999997,0.798860163550052,14
Dataset A,0.6499999999999997,0.798860163550052,15
Dataset A,0.6499999999999997,0.798860163550052,16
Dataset A,0.6499999999999997,0.8100976347986323,17
Dataset A,0.6499999999999997,0.8100976347986323,18
Dataset A,0.6499999999999997,0.8213691519804261,19
Dataset A,0.6499999999999997,0.8213691519804261,20
Dataset A,0.6499999999999997,0.8213691519804261,21
Dataset A,0.6499999999999997,0.8213691519804261,22
Dataset A,0.6499999999999997,0.8213691519804261,23
Dataset A,0.6499999999999997,0.8309366761685681,24
Dataset A,0.6499999999999997,0.8309366761685681,25
Dataset A,0.6499999999999997,0.5537470632740015,26
Dataset A,0.6499999999999997,0.527227629997075,27
Dataset A,0.6499999999999997,0.5073634888123512,28
Dataset A,0.6499999999999997,0.470882353953468,29
Dataset A,0.6499999999999997,0.4525274379288391,30
Dataset A,0.6499999999999997,0.4525274379288391,31
Dataset A,0.6499999999999997,0.4413882680219036,32
Dataset A,0.6499999999999997,0.2654156116927825,33
Dataset A,0.6499999999999997,0.2654156116927825,34
Dataset A,0.6499999999999997,0.2553945840210281,35
Dataset A,0.6549999999999997,0.5738108152427565,2
Dataset A,0.6549999999999997,0.718073084810145,3
Dataset A,0.6549999999999997,0.7564018594546239,4
Dataset A,0.6549999999999997,0.7564018594546239,5
Dataset A,0.6549999999999997,0.7564018594546239,6
Dataset A,0.6549999999999997,0.7674026768054063,7
Dataset A,0.6549999999999997,0.7767553551069003,8
Dataset A,0.6549999999999997,0.7767553551069003,9
Dataset A,0.6549999999999997,0.7767553551069003,10
Dataset A,0.6549999999999997,0.7767553551069003,11
Dataset A,0.6549999999999997,0.7877446834219429,12
Dataset A,0.6549999999999997,0.7877446834219429,13
Dataset A,0.6549999999999997,0.7877446834219429,14
Dataset A,0.6549999999999997,0.7877446834219429,15
Dataset A,0.6549999999999997,0.798860163550052,16
Dataset A,0.6549999999999997,0.798860163550052,17
Dataset A,0.6549999999999997,0.8100976347986323,18
Dataset A,0.6549999999999997,0.8100976347986323,19
Dataset A,0.6549999999999997,0.8213691519804261,20
Dataset A,0.6549999999999997,0.8213691519804261,21
Dataset A,0.6549999999999997,0.8213691519804261,22
Dataset A,0.6549999999999997,0.8213691519804261,23
Dataset A,0.6549999999999997,0.8309366761685681,24
Dataset A,0.6549999999999997,0.8309366761685681,25
Dataset A,0.6549999999999997,0.5604192818445295,26
Dataset A,0.6549999999999997,0.5468994644948225,27
Dataset A,0.6549999999999997,0.5073634888123512,28
Dataset A,0.6549999999999997,0.4769763036227616,29
Dataset A,0.6549999999999997,0.464745538512359,30
Dataset A,0.6549999999999997,0.4525274379288391,31
Dataset A,0.6549999999999997,0.4525274379288391,32
Dataset A,0.6549999999999997,0.2904973723389678,33
Dataset A,0.6549999999999997,0.2704896173997878,34
Dataset A,0.6549999999999997,0.2704896173997878,35
Dataset A,0.6599999999999997,0.5738108152427565,2
Dataset A,0.6599999999999997,0.718073084810145,3
Dataset A,0.6599999999999997,0.7564018594546239,4
Dataset A,0.6599999999999997,0.7564018594546239,5
Dataset A,0.6599999999999997,0.7564018594546239,6
Dataset A,0.6599999999999997,0.7564018594546239,7
Dataset A,0.6599999999999997,0.7674026768054063,8
Dataset A,0.6599999999999997,0.7674026768054063,9
Dataset A,0.6599999999999997,0.7767553551069003,10
Dataset A,0.6599999999999997,0.7767553551069003,11
Dataset A,0.6599999999999997,0.7877446834219429,12
Dataset A,0.6599999999999997,0.7877446834219429,13
Dataset A,0.6599999999999997,0.7877446834219429,14
