Dataset,SF,ARI,K
Dataset C,0.4399999999999998,0.4508261059881757,35
Dataset C,0.4449999999999998,0.7812662527076734,2
Dataset C,0.4449999999999998,0.8231003324379632,3
Dataset C,0.4449999999999998,0.8334291983241234,4
Dataset C,0.4449999999999998,0.8334291983241234,5
Dataset C,0.4449999999999998,0.8334291983241234,6
Dataset C,0.4449999999999998,0.8438739216891541,7
Dataset C,0.4449999999999998,0.8438739216891541,8
Dataset C,0.4449999999999998,0.8438739216891541,9
Dataset C,0.4449999999999998,0.8323645216741383,10
Dataset C,0.4449999999999998,0.8323645216741383,11
Dataset C,0.4449999999999998,0.8216573761577968,12
Dataset C,0.4449999999999998,0.8117468017610733,13
Dataset C,0.4449999999999998,0.7462244146669726,14
Dataset C,0.4449999999999998,0.7462244146669726,15
Dataset C,0.4449999999999998,0.7462244146669726,16
Dataset C,0.4449999999999998,0.7462244146669726,17
Dataset C,0.4449999999999998,0.7462244146669726,18
Dataset C,0.4449999999999998,0.7233253005072495,19
Dataset C,0.4449999999999998,0.7180815624129868,20
Dataset C,0.4449999999999998,0.6947138095717788,21
Dataset C,0.4449999999999998,0.6866792701944189,22
Dataset C,0.4449999999999998,0.6866792701944189,23
Dataset C,0.4449999999999998,0.6749586196104654,24
Dataset C,0.4449999999999998,0.5538489678574429,25
Dataset C,0.4449999999999998,0.5411254645210627,26
Dataset C,0.4449999999999998,0.5023983704824365,27
Dataset C,0.4449999999999998,0.5023983704824365,28
Dataset C,0.4449999999999998,0.4591045377825615,29
Dataset C,0.4449999999999998,0.4508261059881757,30
Dataset C,0.4449999999999998,0.4508261059881757,31
Dataset C,0.4449999999999998,0.4508261059881757,32
Dataset C,0.4449999999999998,0.4508261059881757,33
Dataset C,0.4449999999999998,0.4508261059881757,34
Dataset C,0.4449999999999998,0.4508261059881757,35
Dataset C,0.4499999999999998,0.7812662527076734,2
Dataset C,0.4499999999999998,0.8231003324379632,3
Dataset C,0.4499999999999998,0.8334291983241234,4
Dataset C,0.4499999999999998,0.8334291983241234,5
Dataset C,0.4499999999999998,0.8334291983241234,6
Dataset C,0.4499999999999998,0.8334291983241234,7
Dataset C,0.4499999999999998,0.8438739216891541,8
Dataset C,0.4499999999999998,0.8438739216891541,9
Dataset C,0.4499999999999998,0.83801864862549,10
Dataset C,0.4499999999999998,0.8323645216741383,11
Dataset C,0.4499999999999998,0.8216573761577968,12
Dataset C,0.4499999999999998,0.8117468017610733,13
Dataset C,0.4499999999999998,0.7379511329539363,14
Dataset C,0.4499999999999998,0.7379511329539363,15
Dataset C,0.4499999999999998,0.7379511329539363,16
Dataset C,0.4499999999999998,0.7379511329539363,17
Dataset C,0.4499999999999998,0.7462244146669726,18
Dataset C,0.4499999999999998,0.7287609022983941,19
Dataset C,0.4499999999999998,0.7180815624129868,20
Dataset C,0.4499999999999998,0.6947138095717788,21
Dataset C,0.4499999999999998,0.6906038811175889,22
Dataset C,0.4499999999999998,0.6866792701944189,23
Dataset C,0.4499999999999998,0.6829387319523836,24
Dataset C,0.4499999999999998,0.5538489678574429,25
Dataset C,0.4499999999999998,0.5411254645210627,26
Dataset C,0.4499999999999998,0.5023983704824365,27
Dataset C,0.4499999999999998,0.5023983704824365,28
Dataset C,0.4499999999999998,0.4591045377825615,29
Dataset C,0.4499999999999998,0.4534242942157083,30
Dataset C,0.4499999999999998,0.4508261059881757,31
Dataset C,0.4499999999999998,0.4508261059881757,32
Dataset C,0.4499999999999998,0.4508261059881757,33
Dataset C,0.4499999999999998,0.4508261059881757,34
Dataset C,0.4499999999999998,0.4508261059881757,35
Dataset C,0.4549999999999998,0.7812662527076734,2
Dataset C,0.4549999999999998,0.8128910219854008,3
Dataset C,0.4549999999999998,0.8334291983241234,4
Dataset C,0.4549999999999998,0.8334291983241234,5
Dataset C,0.4549999999999998,0.8334291983241234,6
Dataset C,0.4549999999999998,0.8334291983241234,7
Dataset C,0.4549999999999998,0.8334291983241234,8
Dataset C,0.4549999999999998,0.8334291983241234,9
Dataset C,0.4549999999999998,0.83801864862549,10
Dataset C,0.4549999999999998,0.8323645216741383,11
Dataset C,0.4549999999999998,0.8216573761577968,12
Dataset C,0.4549999999999998,0.8117468017610733,13
Dataset C,0.4549999999999998,0.7379511329539363,14
Dataset C,0.4549999999999998,0.7379511329539363,15
Dataset C,0.4549999999999998,0.7379511329539363,16
Dataset C,0.4549999999999998,0.7379511329539363,17
Dataset C,0.4549999999999998,0.7462244146669726,18
Dataset C,0.4549999999999998,0.7287609022983941,19
Dataset C,0.4549999999999998,0.7233253005072495,20
Dataset C,0.4549999999999998,0.6947138095717788,21
Dataset C,0.4549999999999998,0.6906038811175889,22
Dataset C,0.4549999999999998,0.6906038811175889,23
Dataset C,0.4549999999999998,0.6829387319523836,24
Dataset C,0.4549999999999998,0.671349076800743,25
Dataset C,0.4549999999999998,0.5473940799047462,26
Dataset C,0.4549999999999998,0.5073847999585474,27
Dataset C,0.4549999999999998,0.5073847999585474,28
Dataset C,0.4549999999999998,0.4591045377825615,29
Dataset C,0.4549999999999998,0.4534242942157083,30
Dataset C,0.4549999999999998,0.4508261059881757,31
Dataset C,0.4549999999999998,0.4508261059881757,32
Dataset C,0.4549999999999998,0.4508261059881757,33
Dataset C,0.4549999999999998,0.4508261059881757,34
Dataset C,0.4549999999999998,0.4508261059881757,35
Dataset C,0.4599999999999998,0.7812662527076734,2
Dataset C,0.4599999999999998,0.8128910219854008,3
Dataset C,0.4599999999999998,0.8334291983241234,4
Dataset C,0.4599999999999998,0.8334291983241234,5
Dataset C,0.4599999999999998,0.8334291983241234,6
Dataset C,0.4599999999999998,0.8334291983241234,7
Dataset C,0.4599999999999998,0.8334291983241234,8
Dataset C,0.4599999999999998,0.8334291983241234,9
Dataset C,0.4599999999999998,0.8276618308379506,10
Dataset C,0.4599999999999998,0.8323645216741383,11
Dataset C,0.4599999999999998,0.8216573761577968,12
Dataset C,0.4599999999999998,0.8117468017610733,13
Dataset C,0.4599999999999998,0.7379511329539363,14
Dataset C,0.4599999999999998,0.7379511329539363,15
Dataset C,0.4599999999999998,0.7379511329539363,16
Dataset C,0.4599999999999998,0.7379511329539363,17
Dataset C,0.4599999999999998,0.7379511329539363,18
Dataset C,0.4599999999999998,0.7206728042100665,19
Dataset C,0.4599999999999998,0.7233253005072495,20
Dataset C,0.4599999999999998,0.6947138095717788,21
Dataset C,0.4599999999999998,0.6906038811175889,22
Dataset C,0.4599999999999998,0.6906038811175889,23
Dataset C,0.4599999999999998,0.6829387319523836,24
Dataset C,0.4599999999999998,0.671349076800743,25
Dataset C,0.4599999999999998,0.5473940799047462,26
Dataset C,0.4599999999999998,0.5073847999585474,27
Dataset C,0.4599999999999998,0.5073847999585474,28
Dataset C,0.4599999999999998,0.4591045377825615,29
Dataset C,0.4599999999999998,0.4534242942157083,30
Dataset C,0.4599999999999998,0.4508261059881757,31
Dataset C,0.4599999999999998,0.4508261059881757,32
Dataset C,0.4599999999999998,0.4508261059881757,33
Dataset C,0.4599999999999998,0.4508261059881757,34
Dataset C,0.4599999999999998,0.4508261059881757,35
Dataset C,0.4649999999999998,0.7812662527076734,2
Dataset C,0.4649999999999998,0.8031902863299901,3
Dataset C,0.4649999999999998,0.8236531892303184,4
Dataset C,0.4649999999999998,0.8334291983241234,5
Dataset C,0.4649999999999998,0.8334291983241234,6
Dataset C,0.4649999999999998,0.8334291983241234,7
Dataset C,0.4649999999999998,0.8334291983241234,8
Dataset C,0.4649999999999998,0.8334291983241234,9
Dataset C,0.4649999999999998,0.8276618308379506,10
Dataset C,0.4649999999999998,0.8323645216741383,11
Dataset C,0.4649999999999998,0.8323645216741383,12
Dataset C,0.4649999999999998,0.8117468017610733,13
Dataset C,0.4649999999999998,0.7379511329539363,14
Dataset C,0.4649999999999998,0.7379511329539363,15
Dataset C,0.4649999999999998,0.7379511329539363,16
Dataset C,0.4649999999999998,0.7379511329539363,17
Dataset C,0.4649999999999998,0.7379511329539363,18
Dataset C,0.4649999999999998,0.7262386722387517,19
Dataset C,0.4649999999999998,0.7233253005072495,20
Dataset C,0.4649999999999998,0.6947138095717788,21
Dataset C,0.4649999999999998,0.6906038811175889,22
Dataset C,0.4649999999999998,0.6906038811175889,23
Dataset C,0.4649999999999998,0.6829387319523836,24
Dataset C,0.4649999999999998,0.6793809513164455,25
Dataset C,0.4649999999999998,0.5473940799047462,26
Dataset C,0.4649999999999998,0.5125516197374372,27
Dataset C,0.4649999999999998,0.5125516197374372,28
Dataset C,0.4649999999999998,0.4591045377825615,29
Dataset C,0.4649999999999998,0.4534242942157083,30
Dataset C,0.4649999999999998,0.4534242942157083,31
Dataset C,0.4649999999999998,0.4508261059881757,32
Dataset C,0.4649999999999998,0.4508261059881757,33
Dataset C,0.4649999999999998,0.4508261059881757,34
Dataset C,0.4649999999999998,0.4508261059881757,35
Dataset C,0.4699999999999998,0.7632785949672808,2
Dataset C,0.4699999999999998,0.8031902863299901,3
Dataset C,0.4699999999999998,0.8236531892303184,4
Dataset C,0.4699999999999998,0.8334291983241234,5
Dataset C,0.4699999999999998,0.8334291983241234,6
Dataset C,0.4699999999999998,0.8334291983241234,7
Dataset C,0.4699999999999998,0.8334291983241234,8
Dataset C,0.4699999999999998,0.8334291983241234,9
Dataset C,0.4699999999999998,0.8276618308379506,10
Dataset C,0.4699999999999998,0.8276618308379506,11
Dataset C,0.4699999999999998,0.8323645216741383,12
Dataset C,0.4699999999999998,0.8216573761577968,13
Dataset C,0.4699999999999998,0.7379511329539363,14
Dataset C,0.4699999999999998,0.7379511329539363,15
Dataset C,0.4699999999999998,0.7379511329539363,16
Dataset C,0.4699999999999998,0.7379511329539363,17
Dataset C,0.4699999999999998,0.7379511329539363,18
Dataset C,0.4699999999999998,0.7262386722387517,19
Dataset C,0.4699999999999998,0.7233253005072495,20
Dataset C,0.4699999999999998,0.6947138095717788,21
Dataset C,0.4699999999999998,0.6906038811175889,22
Dataset C,0.4699999999999998,0.6906038811175889,23
Dataset C,0.4699999999999998,0.6829387319523836,24
Dataset C,0.4699999999999998,0.6793809513164455,25
Dataset C,0.4699999999999998,0.5473940799047462,26
Dataset C,0.4699999999999998,0.5178998592623575,27
Dataset C,0.4699999999999998,0.5178998592623575,28
Dataset C,0.4699999999999998,0.4591045377825615,29
Dataset C,0.4699999999999998,0.4561832143396948,30
Dataset C,0.4699999999999998,0.4534242942157083,31
Dataset C,0.4699999999999998,0.4534242942157083,32
Dataset C,0.4699999999999998,0.4508261059881757,33
Dataset C,0.4699999999999998,0.4508261059881757,34
Dataset C,0.4699999999999998,0.4508261059881757,35
Dataset C,0.4749999999999997,0.7308989800570479,2
Dataset C,0.4749999999999997,0.8031902863299901,3
Dataset C,0.4749999999999997,0.8236531892303184,4
Dataset C,0.4749999999999997,0.8334291983241234,5
Dataset C,0.4749999999999997,0.8334291983241234,6
Dataset C,0.4749999999999997,0.8334291983241234,7
Dataset C,0.4749999999999997,0.8334291983241234,8
Dataset C,0.4749999999999997,0.8334291983241234,9
Dataset C,0.4749999999999997,0.8276618308379506,10
Dataset C,0.4749999999999997,0.8276618308379506,11
Dataset C,0.4749999999999997,0.8323645216741383,12
Dataset C,0.4749999999999997,0.8216573761577968,13
Dataset C,0.4749999999999997,0.7379511329539363,14
Dataset C,0.4749999999999997,0.7379511329539363,15
Dataset C,0.4749999999999997,0.7379511329539363,16
Dataset C,0.4749999999999997,0.7379511329539363,17
Dataset C,0.4749999999999997,0.7379511329539363,18
Dataset C,0.4749999999999997,0.7262386722387517,19
Dataset C,0.4749999999999997,0.7233253005072495,20
Dataset C,0.4749999999999997,0.6947138095717788,21
Dataset C,0.4749999999999997,0.6906038811175889,22
Dataset C,0.4749999999999997,0.6906038811175889,23
Dataset C,0.4749999999999997,0.6866792701944189,24
Dataset C,0.4749999999999997,0.6793809513164455,25
Dataset C,0.4749999999999997,0.5473940799047462,26
Dataset C,0.4749999999999997,0.5178998592623575,27
Dataset C,0.4749999999999997,0.5178998592623575,28
Dataset C,0.4749999999999997,0.4591045377825615,29
Dataset C,0.4749999999999997,0.4561832143396948,30
Dataset C,0.4749999999999997,0.4534242942157083,31
Dataset C,0.4749999999999997,0.4534242942157083,32
Dataset C,0.4749999999999997,0.4534242942157083,33
Dataset C,0.4749999999999997,0.4534242942157083,34
Dataset C,0.4749999999999997,0.4508261059881757,35
Dataset C,0.4799999999999997,0.7308989800570479,2
Dataset C,0.4799999999999997,0.7945772599494516,3
Dataset C,0.4799999999999997,0.8133607932848185,4
Dataset C,0.4799999999999997,0.8236531892303184,5
Dataset C,0.4799999999999997,0.8334291983241234,6
Dataset C,0.4799999999999997,0.8334291983241234,7
Dataset C,0.4799999999999997,0.8334291983241234,8
Dataset C,0.4799999999999997,0.8334291983241234,9
Dataset C,0.4799999999999997,0.8334291983241234,10
Dataset C,0.4799999999999997,0.8276618308379506,11
Dataset C,0.4799999999999997,0.8323645216741383,12
Dataset C,0.4799999999999997,0.8269109843093434,13
Dataset C,0.4799999999999997,0.7379511329539363,14
Dataset C,0.4799999999999997,0.7379511329539363,15
Dataset C,0.4799999999999997,0.7379511329539363,16
Dataset C,0.4799999999999997,0.7379511329539363,17
Dataset C,0.4799999999999997,0.7379511329539363,18
Dataset C,0.4799999999999997,0.7262386722387517,19
Dataset C,0.4799999999999997,0.7152998688281793,20
Dataset C,0.4799999999999997,0.6947138095717788,21
Dataset C,0.4799999999999997,0.6906038811175889,22
Dataset C,0.4799999999999997,0.6906038811175889,23
Dataset C,0.4799999999999997,0.6906038811175889,24
Dataset C,0.4799999999999997,0.6829387319523836,25
Dataset C,0.4799999999999997,0.5473940799047462,26
Dataset C,0.4799999999999997,0.5178998592623575,27
Dataset C,0.4799999999999997,0.5178998592623575,28
Dataset C,0.4799999999999997,0.4591045377825615,29
Dataset C,0.4799999999999997,0.4591045377825615,30
Dataset C,0.4799999999999997,0.4534242942157083,31
Dataset C,0.4799999999999997,0.4534242942157083,32
Dataset C,0.4799999999999997,0.4534242942157083,33
Dataset C,0.4799999999999997,0.4534242942157083,34
Dataset C,0.4799999999999997,0.4508261059881757,35
Dataset C,0.4849999999999997,0.7308989800570479,2
Dataset C,0.4849999999999997,0.7945772599494516,3
Dataset C,0.4849999999999997,0.8133607932848185,4
Dataset C,0.4849999999999997,0.8236531892303184,5
Dataset C,0.4849999999999997,0.8236531892303184,6
Dataset C,0.4849999999999997,0.8334291983241234,7
Dataset C,0.4849999999999997,0.8334291983241234,8
Dataset C,0.4849999999999997,0.8334291983241234,9
Dataset C,0.4849999999999997,0.8334291983241234,10
Dataset C,0.4849999999999997,0.8276618308379506,11
Dataset C,0.4849999999999997,0.8220958932480483,12
Dataset C,0.4849999999999997,0.8269109843093434,13
Dataset C,0.4849999999999997,0.8083214213533899,14
Dataset C,0.4849999999999997,0.7379511329539363,15
Dataset C,0.4849999999999997,0.7379511329539363,16
Dataset C,0.4849999999999997,0.7379511329539363,17
Dataset C,0.4849999999999997,0.7379511329539363,18
Dataset C,0.4849999999999997,0.7262386722387517,19
Dataset C,0.4849999999999997,0.7152998688281793,20
Dataset C,0.4849999999999997,0.6957241978391878,21
Dataset C,0.4849999999999997,0.6906038811175889,22
Dataset C,0.4849999999999997,0.6906038811175889,23
Dataset C,0.4849999999999997,0.6906038811175889,24
Dataset C,0.4849999999999997,0.6829387319523836,25
Dataset C,0.4849999999999997,0.5473940799047462,26
Dataset C,0.4849999999999997,0.5291444133754901,27
Dataset C,0.4849999999999997,0.5291444133754901,28
Dataset C,0.4849999999999997,0.4591045377825615,29
Dataset C,0.4849999999999997,0.4591045377825615,30
Dataset C,0.4849999999999997,0.4534242942157083,31
Dataset C,0.4849999999999997,0.4534242942157083,32
Dataset C,0.4849999999999997,0.4534242942157083,33
Dataset C,0.4849999999999997,0.4534242942157083,34
Dataset C,0.4849999999999997,0.4508261059881757,35
Dataset C,0.4899999999999997,0.7308989800570479,2
Dataset C,0.4899999999999997,0.7945772599494516,3
Dataset C,0.4899999999999997,0.8133607932848185,4
Dataset C,0.4899999999999997,0.8133607932848185,5
Dataset C,0.4899999999999997,0.8236531892303184,6
Dataset C,0.4899999999999997,0.8236531892303184,7
Dataset C,0.4899999999999997,0.8334291983241234,8
Dataset C,0.4899999999999997,0.8334291983241234,9
Dataset C,0.4899999999999997,0.8334291983241234,10
Dataset C,0.4899999999999997,0.8276618308379506,11
Dataset C,0.4899999999999997,0.8276618308379506,12
Dataset C,0.4899999999999997,0.8269109843093434,13
Dataset C,0.4899999999999997,0.8148835880040916,14
Dataset C,0.4899999999999997,0.7379511329539363,15
Dataset C,0.4899999999999997,0.7379511329539363,16
Dataset C,0.4899999999999997,0.7379511329539363,17
Dataset C,0.4899999999999997,0.7379511329539363,18
Dataset C,0.4899999999999997,0.7262386722387517,19
Dataset C,0.4899999999999997,0.7152998688281793,20
Dataset C,0.4899999999999997,0.6957241978391878,21
Dataset C,0.4899999999999997,0.6913052245154401,22
Dataset C,0.4899999999999997,0.6870743083788122,23
Dataset C,0.4899999999999997,0.6830303499220318,24
Dataset C,0.4899999999999997,0.6829387319523836,25
Dataset C,0.4899999999999997,0.5538489678574429,26
Dataset C,0.4899999999999997,0.5291444133754901,27
Dataset C,0.4899999999999997,0.5291444133754901,28
Dataset C,0.4899999999999997,0.4621899023736133,29
Dataset C,0.4899999999999997,0.4591045377825615,30
Dataset C,0.4899999999999997,0.4561832143396948,31
Dataset C,0.4899999999999997,0.4534242942157083,32
Dataset C,0.4899999999999997,0.4534242942157083,33
Dataset C,0.4899999999999997,0.4534242942157083,34
Dataset C,0.4899999999999997,0.4534242942157083,35
Dataset C,0.4949999999999998,0.7308989800570479,2
Dataset C,0.4949999999999998,0.783443911047082,3
Dataset C,0.4949999999999998,0.8133607932848185,4
Dataset C,0.4949999999999998,0.8133607932848185,5
Dataset C,0.4949999999999998,0.8236531892303184,6
Dataset C,0.4949999999999998,0.8236531892303184,7
Dataset C,0.4949999999999998,0.8334291983241234,8
Dataset C,0.4949999999999998,0.8334291983241234,9
Dataset C,0.4949999999999998,0.8334291983241234,10
Dataset C,0.4949999999999998,0.8276618308379506,11
Dataset C,0.4949999999999998,0.8276618308379506,12
Dataset C,0.4949999999999998,0.8167308281906112,13
Dataset C,0.4949999999999998,0.8148835880040916,14
Dataset C,0.4949999999999998,0.7379511329539363,15
Dataset C,0.4949999999999998,0.7379511329539363,16
Dataset C,0.4949999999999998,0.7379511329539363,17
Dataset C,0.4949999999999998,0.7379511329539363,18
Dataset C,0.4949999999999998,0.7262386722387517,19
Dataset C,0.4949999999999998,0.7152998688281793,20
Dataset C,0.4949999999999998,0.6957241978391878,21
Dataset C,0.4949999999999998,0.6913052245154401,22
Dataset C,0.4949999999999998,0.6913052245154401,23
Dataset C,0.4949999999999998,0.6830303499220318,24
Dataset C,0.4949999999999998,0.679172173877938,25
Dataset C,0.4949999999999998,0.5538489678574429,26
Dataset C,0.4949999999999998,0.5291444133754901,27
Dataset C,0.4949999999999998,0.5291444133754901,28
Dataset C,0.4949999999999998,0.4621899023736133,29
Dataset C,0.4949999999999998,0.4591045377825615,30
Dataset C,0.4949999999999998,0.4561832143396948,31
Dataset C,0.4949999999999998,0.4534242942157083,32
Dataset C,0.4949999999999998,0.4534242942157083,33
Dataset C,0.4949999999999998,0.4534242942157083,34
Dataset C,0.4949999999999998,0.4534242942157083,35
Dataset C,0.4999999999999998,0.7308989800570479,2
Dataset C,0.4999999999999998,0.783443911047082,3
Dataset C,0.4999999999999998,0.7920204495387243,4
Dataset C,0.4999999999999998,0.8031902863299901,5
Dataset C,0.4999999999999998,0.8133607932848185,6
Dataset C,0.4999999999999998,0.8236531892303184,7
Dataset C,0.4999999999999998,0.8334291983241234,8
Dataset C,0.4999999999999998,0.8334291983241234,9
Dataset C,0.4999999999999998,0.8334291983241234,10
Dataset C,0.4999999999999998,0.8334291983241234,11
Dataset C,0.4999999999999998,0.8276618308379506,12
Dataset C,0.4999999999999998,0.8167308281906112,13
Dataset C,0.4999999999999998,0.8148835880040916,14
Dataset C,0.4999999999999998,0.7379511329539363,15
Dataset C,0.4999999999999998,0.7379511329539363,16
Dataset C,0.4999999999999998,0.7379511329539363,17
Dataset C,0.4999999999999998,0.7379511329539363,18
Dataset C,0.4999999999999998,0.7262386722387517,19
Dataset C,0.4999999999999998,0.7152998688281793,20
Dataset C,0.4999999999999998,0.7003322497046267,21
Dataset C,0.4999999999999998,0.6913052245154401,22
Dataset C,0.4999999999999998,0.6913052245154401,23
Dataset C,0.4999999999999998,0.6830303499220318,24
Dataset C,0.4999999999999998,0.6830303499220318,25
Dataset C,0.4999999999999998,0.5477793944668439,26
Dataset C,0.4999999999999998,0.5291444133754901,27
Dataset C,0.4999999999999998,0.5291444133754901,28
Dataset C,0.4999999999999998,0.4621899023736133,29
Dataset C,0.4999999999999998,0.4591045377825615,30
Dataset C,0.4999999999999998,0.4591045377825615,31
Dataset C,0.4999999999999998,0.4561832143396948,32
Dataset C,0.4999999999999998,0.4534242942157083,33
Dataset C,0.4999999999999998,0.4534242942157083,34
Dataset C,0.4999999999999998,0.4534242942157083,35
Dataset C,0.5049999999999998,0.7308989800570479,2
Dataset C,0.5049999999999998,0.783443911047082,3
Dataset C,0.5049999999999998,0.7920204495387243,4
Dataset C,0.5049999999999998,0.7920204495387243,5
Dataset C,0.5049999999999998,0.8133607932848185,6
Dataset C,0.5049999999999998,0.8133607932848185,7
Dataset C,0.5049999999999998,0.8236531892303184,8
Dataset C,0.5049999999999998,0.8334291983241234,9
Dataset C,0.5049999999999998,0.8334291983241234,10
Dataset C,0.5049999999999998,0.8334291983241234,11
Dataset C,0.5049999999999998,0.8276618308379506,12
Dataset C,0.5049999999999998,0.8167308281906112,13
Dataset C,0.5049999999999998,0.8101242446029336,14
Dataset C,0.5049999999999998,0.7292026502452805,15
Dataset C,0.5049999999999998,0.7379511329539363,16
Dataset C,0.5049999999999998,0.7379511329539363,17
Dataset C,0.5049999999999998,0.7379511329539363,18
Dataset C,0.5049999999999998,0.7262386722387517,19
Dataset C,0.5049999999999998,0.7152998688281793,20
Dataset C,0.5049999999999998,0.7003322497046267,21
Dataset C,0.5049999999999998,0.6913052245154401,22
Dataset C,0.5049999999999998,0.6913052245154401,23
Dataset C,0.5049999999999998,0.6870743083788122,24
Dataset C,0.5049999999999998,0.6870743083788122,25
Dataset C,0.5049999999999998,0.5477793944668439,26
Dataset C,0.5049999999999998,0.5291444133754901,27
Dataset C,0.5049999999999998,0.5291444133754901,28
Dataset C,0.5049999999999998,0.4621899023736133,29
Dataset C,0.5049999999999998,0.4591045377825615,30
Dataset C,0.5049999999999998,0.4591045377825615,31
Dataset C,0.5049999999999998,0.4591045377825615,32
Dataset C,0.5049999999999998,0.4534242942157083,33
Dataset C,0.5049999999999998,0.4534242942157083,34
Dataset C,0.5049999999999998,0.4534242942157083,35
Dataset C,0.5099999999999998,0.709812478126773,2
Dataset C,0.5099999999999998,0.783443911047082,3
Dataset C,0.5099999999999998,0.7920204495387243,4
Dataset C,0.5099999999999998,0.7920204495387243,5
Dataset C,0.5099999999999998,0.7920204495387243,6
Dataset C,0.5099999999999998,0.8133607932848185,7
Dataset C,0.5099999999999998,0.8133607932848185,8
Dataset C,0.5099999999999998,0.8236531892303184,9
Dataset C,0.5099999999999998,0.8334291983241234,10
Dataset C,0.5099999999999998,0.8334291983241234,11
Dataset C,0.5099999999999998,0.8276618308379506,12
Dataset C,0.5099999999999998,0.8276618308379506,13
Dataset C,0.5099999999999998,0.8101242446029336,14
Dataset C,0.5099999999999998,0.8037279426205299,15
Dataset C,0.5099999999999998,0.7379511329539363,16
Dataset C,0.5099999999999998,0.7379511329539363,17
Dataset C,0.5099999999999998,0.7379511329539363,18
Dataset C,0.5099999999999998,0.7262386722387517,19
Dataset C,0.5099999999999998,0.7152998688281793,20
Dataset C,0.5099999999999998,0.7051303209646739,21
Dataset C,0.5099999999999998,0.6957241978391878,22
Dataset C,0.5099999999999998,0.6913052245154401,23
Dataset C,0.5099999999999998,0.6870743083788122,24
Dataset C,0.5099999999999998,0.6870743083788122,25
Dataset C,0.5099999999999998,0.6561952137396538,26
Dataset C,0.5099999999999998,0.5232066906936187,27
Dataset C,0.5099999999999998,0.5232066906936187,28
Dataset C,0.5099999999999998,0.4621899023736133,29
Dataset C,0.5099999999999998,0.4591045377825615,30
Dataset C,0.5099999999999998,0.4591045377825615,31
Dataset C,0.5099999999999998,0.4591045377825615,32
Dataset C,0.5099999999999998,0.4534242942157083,33
Dataset C,0.5099999999999998,0.4534242942157083,34
Dataset C,0.5099999999999998,0.4534242942157083,35
Dataset C,0.5149999999999998,0.7030418760469012,2
Dataset C,0.5149999999999998,0.7546649639867345,3
Dataset C,0.5149999999999998,0.7920204495387243,4
Dataset C,0.5149999999999998,0.7920204495387243,5
Dataset C,0.5149999999999998,0.7920204495387243,6
Dataset C,0.5149999999999998,0.8133607932848185,7
Dataset C,0.5149999999999998,0.8133607932848185,8
Dataset C,0.5149999999999998,0.8236531892303184,9
Dataset C,0.5149999999999998,0.8334291983241234,10
Dataset C,0.5149999999999998,0.8334291983241234,11
Dataset C,0.5149999999999998,0.8276618308379506,12
Dataset C,0.5149999999999998,0.8276618308379506,13
Dataset C,0.5149999999999998,0.8220958932480483,14
Dataset C,0.5149999999999998,0.8092592069929242,15
Dataset C,0.5149999999999998,0.7379511329539363,16
Dataset C,0.5149999999999998,0.7379511329539363,17
Dataset C,0.5149999999999998,0.7379511329539363,18
Dataset C,0.5149999999999998,0.7319979779366278,19
Dataset C,0.5149999999999998,0.7152998688281793,20
Dataset C,0.5149999999999998,0.7101192696708545,21
Dataset C,0.5149999999999998,0.6957241978391878,22
Dataset C,0.5149999999999998,0.6957241978391878,23
Dataset C,0.5149999999999998,0.6870743083788122,24
Dataset C,0.5149999999999998,0.6870743083788122,25
Dataset C,0.5149999999999998,0.6644186149529112,26
Dataset C,0.5149999999999998,0.5232066906936187,27
Dataset C,0.5149999999999998,0.5232066906936187,28
Dataset C,0.5149999999999998,0.4621899023736133,29
Dataset C,0.5149999999999998,0.4591045377825615,30
Dataset C,0.5149999999999998,0.4591045377825615,31
Dataset C,0.5149999999999998,0.4591045377825615,32
Dataset C,0.5149999999999998,0.4534242942157083,33
Dataset C,0.5149999999999998,0.4534242942157083,34
Dataset C,0.5149999999999998,0.4534242942157083,35
Dataset C,0.5199999999999998,0.7030418760469012,2
Dataset C,0.5199999999999998,0.7546649639867345,3
Dataset C,0.5199999999999998,0.7920204495387243,4
Dataset C,0.5199999999999998,0.7920204495387243,5
Dataset C,0.5199999999999998,0.7920204495387243,6
Dataset C,0.5199999999999998,0.8021443549433498,7
Dataset C,0.5199999999999998,0.8021443549433498,8
Dataset C,0.5199999999999998,0.8236531892303184,9
Dataset C,0.5199999999999998,0.8334291983241234,10
Dataset C,0.5199999999999998,0.8334291983241234,11
Dataset C,0.5199999999999998,0.8276618308379506,12
Dataset C,0.5199999999999998,0.8276618308379506,13
Dataset C,0.5199999999999998,0.8220958932480483,14
Dataset C,0.5199999999999998,0.8220958932480483,15
Dataset C,0.5199999999999998,0.7379511329539363,16
Dataset C,0.5199999999999998,0.7379511329539363,17
Dataset C,0.5199999999999998,0.7379511329539363,18
Dataset C,0.5199999999999998,0.7319979779366278,19
Dataset C,0.5199999999999998,0.7152998688281793,20
Dataset C,0.5199999999999998,0.7101192696708545,21
Dataset C,0.5199999999999998,0.6957241978391878,22
Dataset C,0.5199999999999998,0.6957241978391878,23
Dataset C,0.5199999999999998,0.6870743083788122,24
Dataset C,0.5199999999999998,0.6870743083788122,25
Dataset C,0.5199999999999998,0.6644186149529112,26
Dataset C,0.5199999999999998,0.5232066906936187,27
Dataset C,0.5199999999999998,0.5232066906936187,28
