DataSize,Time,Algorithm
4300,25.930854558944702,AFC
4300,19.618287324905396,FlowLF
4300,0.8228607177734375,FlowDBSCAN
4300,1.6810986995697021,ScaleFC
4400,26.60996389389038,AFC
4400,19.942872524261475,FlowLF
4400,0.6400983333587646,FlowDBSCAN
4400,1.805079698562622,ScaleFC
4500,27.39998435974121,AFC
4500,20.652329206466675,FlowLF
4500,0.7172210216522217,FlowDBSCAN
4500,1.9486784934997559,ScaleFC
4600,27.97521185874939,AFC
4600,22.061877012252808,FlowLF
4600,0.6845159530639648,FlowDBSCAN
4600,2.0479538440704346,ScaleFC
4700,29.13235068321228,AFC
4700,21.82183003425598,FlowLF
4700,0.7741954326629639,FlowDBSCAN
4700,2.011944055557251,ScaleFC
4800,31.591751098632812,AFC
4800,25.82105565071106,FlowLF
